version,norm_rater,raw,t_score,CI90,CI95,risk_level,percentile
TODC,child-parent,84,70,66 - 74,66 - 74,Extremely high risk,98
TODC,child-parent,85,71,67 - 75,67 - 75,Extremely high risk,98
TODC,child-parent,86,71,67 - 75,67 - 75,Extremely high risk,98
TODC,child-parent,87,72,68 - 76,68 - 76,Extremely high risk,99
TODC,child-parent,88,73,69 - 77,69 - 77,Extremely high risk,99
TODC,child-parent,89,74,70 - 78,70 - 78,Extremely high risk,99
TODC,child-parent,90,74,70 - 78,70 - 78,Extremely high risk,99
TODC,child-parent,91,75,71 - 79,71 - 79,Extremely high risk,99
TODC,child-parent,92,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,child-parent,93,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,child-parent,94,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,child-parent,95,77,73 - 80,73 - 80,Extremely high risk,>99
TODC,child-parent,96,77,73 - 80,73 - 80,Extremely high risk,>99
TODC,child-parent,97,79,75 - 80,75 - 80,Extremely high risk,>99
TODC,child-parent,98,79,75 - 80,75 - 80,Extremely high risk,>99
TODC,child-parent,99,79,75 - 80,75 - 80,Extremely high risk,>99
TODC,child-parent,100,80,76 - 80,76 - 80,Extremely high risk,>99
TODC,child-parent,101,80,76 - 80,76 - 80,Extremely high risk,>99
TODC,child-parent,102,80,76 - 80,76 - 80,Extremely high risk,>99
TODC,child-parent,103,80,76 - 80,76 - 80,Extremely high risk,>99
TODC,child-parent,104,80,76 - 80,76 - 80,Extremely high risk,>99
TODC,child-self,35,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,36,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,37,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,38,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,39,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,40,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,41,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,42,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,43,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,44,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,45,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,46,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,47,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,48,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,49,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,50,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,51,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,52,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,53,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,54,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,55,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,56,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,57,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,58,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,59,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,60,40,40 - 44,40 - 45,Very low risk,16
TODC,child-self,61,41,40 - 45,40 - 46,Very low risk,18
TODC,child-self,62,41,40 - 45,40 - 46,Very low risk,18
TODC,child-self,63,42,40 - 46,40 - 47,Very low risk,21
TODC,child-self,64,42,40 - 46,40 - 47,Very low risk,21
TODC,child-self,65,42,40 - 46,40 - 47,Very low risk,21
TODC,child-self,66,43,40 - 47,40 - 48,Very low risk,24
TODC,child-self,67,44,40 - 48,40 - 49,Moderately low risk,27
TODC,child-self,68,44,40 - 48,40 - 49,Moderately low risk,27
TODC,child-self,69,45,41 - 49,40 - 50,Moderately low risk,31
TODC,child-self,70,45,41 - 49,40 - 50,Moderately low risk,31
TODC,child-self,71,46,42 - 50,41 - 51,Moderately low risk,34
TODC,child-self,72,47,43 - 51,42 - 52,Moderately low risk,38
TODC,child-self,73,47,43 - 51,42 - 52,Moderately low risk,38
TODC,child-self,74,48,44 - 52,43 - 53,Moderately low risk,42
TODC,child-self,75,48,44 - 52,43 - 53,Moderately low risk,42
TODC,child-self,76,49,45 - 53,44 - 54,Moderately low risk,46
TODC,child-self,77,49,45 - 53,44 - 54,Moderately low risk,46
TODC,child-self,78,50,46 - 54,45 - 55,Moderately high risk,50
TODC,child-self,79,51,47 - 55,46 - 56,Moderately high risk,54
TODC,child-self,80,51,47 - 55,46 - 56,Moderately high risk,54
TODC,child-self,81,52,48 - 56,47 - 57,Moderately high risk,58
TODC,child-self,82,52,48 - 56,47 - 57,Moderately high risk,58
TODC,child-self,83,53,49 - 57,48 - 58,Moderately high risk,62
TODC,child-self,84,54,50 - 58,49 - 59,Moderately high risk,66
TODC,child-self,85,54,50 - 58,49 - 59,Moderately high risk,66
TODC,child-self,86,55,51 - 59,50 - 60,Moderately high risk,69
TODC,child-self,87,56,52 - 60,51 - 61,Moderately high risk,73
TODC,child-self,88,57,53 - 61,52 - 62,High risk,76
TODC,child-self,89,57,53 - 61,52 - 62,High risk,76
TODC,child-self,90,58,54 - 62,53 - 63,High risk,79
TODC,child-self,91,59,55 - 63,54 - 64,High risk,82
TODC,child-self,92,60,56 - 64,55 - 65,High risk,84
TODC,child-self,93,60,56 - 64,55 - 65,High risk,84
TODC,child-self,94,61,57 - 65,56 - 66,High risk,86
TODC,child-self,95,62,58 - 66,57 - 67,High risk,88
TODC,child-self,96,62,58 - 66,57 - 67,High risk,88
TODC,child-self,97,63,59 - 67,58 - 68,Very high risk,90
TODC,child-self,98,64,60 - 68,59 - 69,Very high risk,92
TODC,child-self,99,64,60 - 68,59 - 69,Very high risk,92
TODC,child-self,100,65,61 - 69,60 - 70,Very high risk,93
TODC,child-self,101,66,62 - 70,61 - 71,Very high risk,95
TODC,child-self,102,66,62 - 70,61 - 71,Very high risk,95
TODC,child-self,103,67,63 - 71,62 - 72,Very high risk,96
TODC,child-self,104,68,64 - 72,63 - 73,Very high risk,96
TODC,child-self,105,68,64 - 72,63 - 73,Very high risk,96
TODC,child-self,106,69,65 - 73,64 - 74,Very high risk,97
TODC,child-self,107,70,66 - 74,65 - 75,Extremely high risk,98
TODC,child-self,108,70,66 - 74,65 - 75,Extremely high risk,98
TODC,child-self,109,70,66 - 74,65 - 75,Extremely high risk,98
TODC,child-self,110,70,66 - 74,65 - 75,Extremely high risk,98
TODC,child-self,111,71,67 - 75,66 - 76,Extremely high risk,98
TODC,child-self,112,72,68 - 76,67 - 77,Extremely high risk,99
TODC,child-self,113,72,68 - 76,67 - 77,Extremely high risk,99
TODC,child-self,114,72,68 - 76,67 - 77,Extremely high risk,99
TODC,child-self,115,73,69 - 77,68 - 78,Extremely high risk,99
TODC,child-self,116,73,69 - 77,68 - 78,Extremely high risk,99
TODC,child-self,117,74,70 - 78,69 - 79,Extremely high risk,99
TODC,child-self,118,74,70 - 78,69 - 79,Extremely high risk,99
TODC,child-self,119,74,70 - 78,69 - 79,Extremely high risk,99
TODC,child-self,120,76,72 - 80,71 - 80,Extremely high risk,>99
TODC,child-self,121,76,72 - 80,71 - 80,Extremely high risk,>99
TODC,child-self,122,77,73 - 80,72 - 80,Extremely high risk,>99
TODC,child-self,123,78,74 - 80,73 - 80,Extremely high risk,>99
TODC,child-self,124,78,74 - 80,73 - 80,Extremely high risk,>99
TODC,child-self,125,79,75 - 80,74 - 80,Extremely high risk,>99
TODC,child-self,126,79,75 - 80,74 - 80,Extremely high risk,>99
TODC,child-self,127,79,75 - 80,74 - 80,Extremely high risk,>99
TODC,child-self,128,79,75 - 80,74 - 80,Extremely high risk,>99
TODC,child-self,129,79,75 - 80,74 - 80,Extremely high risk,>99
TODC,child-self,130,80,76 - 80,75 - 80,Extremely high risk,>99
TODC,child-self,131,80,76 - 80,75 - 80,Extremely high risk,>99
TODC,child-self,132,80,76 - 80,75 - 80,Extremely high risk,>99
TODC,child-self,133,80,76 - 80,75 - 80,Extremely high risk,>99
TODC,child-self,134,80,76 - 80,75 - 80,Extremely high risk,>99
TODC,child-self,135,80,76 - 80,75 - 80,Extremely high risk,>99
TODC,child-self,136,80,76 - 80,75 - 80,Extremely high risk,>99
TODC,child-self,137,80,76 - 80,75 - 80,Extremely high risk,>99
TODC,child-self,138,80,76 - 80,75 - 80,Extremely high risk,>99
TODC,child-self,139,80,76 - 80,75 - 80,Extremely high risk,>99
TODC,child-self,140,80,76 - 80,75 - 80,Extremely high risk,>99
TODC,child-teacher,30,40,40 - 43,40 - 44,Very low risk,16
TODC,child-teacher,31,40,40 - 43,40 - 44,Very low risk,16
TODC,child-teacher,32,40,40 - 43,40 - 44,Very low risk,16
TODC,child-teacher,33,40,40 - 43,40 - 44,Very low risk,16
TODC,child-teacher,34,40,40 - 43,40 - 44,Very low risk,16
TODC,child-teacher,35,40,40 - 43,40 - 44,Very low risk,16
TODC,child-teacher,36,40,40 - 43,40 - 44,Very low risk,16
TODC,child-teacher,37,40,40 - 43,40 - 44,Very low risk,16
TODC,child-teacher,38,40,40 - 43,40 - 44,Very low risk,16
TODC,child-teacher,39,40,40 - 43,40 - 44,Very low risk,16
TODC,child-teacher,40,40,40 - 43,40 - 44,Very low risk,16
TODC,child-teacher,41,40,40 - 43,40 - 44,Very low risk,16
TODC,child-teacher,42,41,40 - 44,40 - 45,Very low risk,18
TODC,child-teacher,43,41,40 - 44,40 - 45,Very low risk,18
TODC,child-teacher,44,42,40 - 45,40 - 46,Very low risk,21
TODC,child-teacher,45,42,40 - 45,40 - 46,Very low risk,21
TODC,child-teacher,46,43,40 - 46,40 - 47,Very low risk,24
TODC,child-teacher,47,43,40 - 46,40 - 47,Very low risk,24
TODC,child-teacher,48,43,40 - 46,40 - 47,Very low risk,24
TODC,child-teacher,49,44,41 - 47,40 - 48,Moderately low risk,27
TODC,child-teacher,50,44,41 - 47,40 - 48,Moderately low risk,27
TODC,child-teacher,51,45,42 - 48,41 - 49,Moderately low risk,31
TODC,child-teacher,52,45,42 - 48,41 - 49,Moderately low risk,31
TODC,child-teacher,53,45,42 - 48,41 - 49,Moderately low risk,31
TODC,child-teacher,54,46,43 - 49,42 - 50,Moderately low risk,34
TODC,child-teacher,55,46,43 - 49,42 - 50,Moderately low risk,34
TODC,child-teacher,56,47,44 - 50,43 - 51,Moderately low risk,38
TODC,child-teacher,57,47,44 - 50,43 - 51,Moderately low risk,38
TODC,child-teacher,58,48,45 - 51,44 - 52,Moderately low risk,42
TODC,child-teacher,59,48,45 - 51,44 - 52,Moderately low risk,42
TODC,child-teacher,60,48,45 - 51,44 - 52,Moderately low risk,42
TODC,child-teacher,61,49,46 - 52,45 - 53,Moderately low risk,46
TODC,child-teacher,62,50,47 - 53,46 - 54,Moderately high risk,50
TODC,child-teacher,63,50,47 - 53,46 - 54,Moderately high risk,50
TODC,child-teacher,64,51,48 - 54,47 - 55,Moderately high risk,54
TODC,child-teacher,65,52,49 - 55,48 - 56,Moderately high risk,58
TODC,child-teacher,66,53,50 - 56,49 - 57,Moderately high risk,62
TODC,child-teacher,67,53,50 - 56,49 - 57,Moderately high risk,62
TODC,child-teacher,68,54,51 - 57,50 - 58,Moderately high risk,66
TODC,child-teacher,69,55,52 - 58,51 - 59,Moderately high risk,69
TODC,child-teacher,70,55,52 - 58,51 - 59,Moderately high risk,69
TODC,child-teacher,71,56,53 - 59,52 - 60,Moderately high risk,73
TODC,child-teacher,72,56,53 - 59,52 - 60,Moderately high risk,73
TODC,child-teacher,73,57,54 - 60,53 - 61,High risk,76
TODC,child-teacher,74,57,54 - 60,53 - 61,High risk,76
TODC,child-teacher,75,58,55 - 61,54 - 62,High risk,79
TODC,child-teacher,76,58,55 - 61,54 - 62,High risk,79
TODC,child-teacher,77,59,56 - 62,55 - 63,High risk,82
TODC,child-teacher,78,60,57 - 63,56 - 64,High risk,84
TODC,child-teacher,79,60,57 - 63,56 - 64,High risk,84
TODC,child-teacher,80,60,57 - 63,56 - 64,High risk,84
TODC,child-teacher,81,61,58 - 64,57 - 65,High risk,86
TODC,child-teacher,82,61,58 - 64,57 - 65,High risk,86
TODC,child-teacher,83,62,59 - 65,58 - 66,High risk,88
TODC,child-teacher,84,63,60 - 66,59 - 67,Very high risk,90
TODC,child-teacher,85,64,61 - 67,60 - 68,Very high risk,92
TODC,child-teacher,86,64,61 - 67,60 - 68,Very high risk,92
TODC,child-teacher,87,65,62 - 68,61 - 69,Very high risk,93
TODC,child-teacher,88,65,62 - 68,61 - 69,Very high risk,93
TODC,child-teacher,89,66,63 - 69,62 - 70,Very high risk,95
TODC,child-teacher,90,66,63 - 69,62 - 70,Very high risk,95
TODC,child-teacher,91,66,63 - 69,62 - 70,Very high risk,95
TODC,child-teacher,92,67,64 - 70,63 - 71,Very high risk,96
TODC,child-teacher,93,69,66 - 72,65 - 73,Very high risk,97
TODC,child-teacher,94,70,67 - 73,66 - 74,Extremely high risk,98
TODC,child-teacher,95,71,68 - 74,67 - 75,Extremely high risk,98
TODC,child-teacher,96,71,68 - 74,67 - 75,Extremely high risk,98
TODC,child-teacher,97,71,68 - 74,67 - 75,Extremely high risk,98
TODC,child-teacher,98,72,69 - 75,68 - 76,Extremely high risk,99
TODC,child-teacher,99,72,69 - 75,68 - 76,Extremely high risk,99
TODC,child-teacher,100,72,69 - 75,68 - 76,Extremely high risk,99
TODC,child-teacher,101,73,70 - 76,69 - 77,Extremely high risk,99
TODC,child-teacher,102,73,70 - 76,69 - 77,Extremely high risk,99
TODC,child-teacher,103,74,71 - 77,70 - 78,Extremely high risk,99
TODC,child-teacher,104,74,71 - 77,70 - 78,Extremely high risk,99
TODC,child-teacher,105,77,74 - 80,73 - 80,Extremely high risk,>99
TODC,child-teacher,106,80,77 - 80,76 - 80,Extremely high risk,>99
TODC,child-teacher,107,80,77 - 80,76 - 80,Extremely high risk,>99
TODC,child-teacher,108,80,77 - 80,76 - 80,Extremely high risk,>99
TODC,child-teacher,109,80,77 - 80,76 - 80,Extremely high risk,>99
TODC,child-teacher,110,80,77 - 80,76 - 80,Extremely high risk,>99
TODC,child-teacher,111,80,77 - 80,76 - 80,Extremely high risk,>99
TODC,child-teacher,112,80,77 - 80,76 - 80,Extremely high risk,>99
TODC,child-teacher,113,80,77 - 80,76 - 80,Extremely high risk,>99
TODC,child-teacher,114,80,77 - 80,76 - 80,Extremely high risk,>99
TODC,child-teacher,115,80,77 - 80,76 - 80,Extremely high risk,>99
TODC,child-teacher,116,80,77 - 80,76 - 80,Extremely high risk,>99
TODC,child-teacher,117,80,77 - 80,76 - 80,Extremely high risk,>99
TODC,child-teacher,118,80,77 - 80,76 - 80,Extremely high risk,>99
TODC,child-teacher,119,80,77 - 80,76 - 80,Extremely high risk,>99
TODC,child-teacher,120,80,77 - 80,76 - 80,Extremely high risk,>99
TODC,adult-self,35,40,40 - 44,40 - 44,Very low risk,16
TODC,adult-self,36,40,40 - 44,40 - 44,Very low risk,16
TODC,adult-self,37,40,40 - 44,40 - 44,Very low risk,16
TODC,adult-self,38,40,40 - 44,40 - 44,Very low risk,16
TODC,adult-self,39,40,40 - 44,40 - 44,Very low risk,16
TODC,adult-self,40,40,40 - 44,40 - 44,Very low risk,16
TODC,adult-self,41,40,40 - 44,40 - 44,Very low risk,16
TODC,adult-self,42,40,40 - 44,40 - 44,Very low risk,16
TODC,adult-self,43,40,40 - 44,40 - 44,Very low risk,16
TODC,adult-self,44,40,40 - 44,40 - 44,Very low risk,16
TODC,adult-self,45,40,40 - 44,40 - 44,Very low risk,16
TODC,adult-self,46,40,40 - 44,40 - 44,Very low risk,16
TODC,adult-self,47,40,40 - 44,40 - 44,Very low risk,16
TODC,adult-self,48,40,40 - 44,40 - 44,Very low risk,16
TODC,adult-self,49,40,40 - 44,40 - 44,Very low risk,16
TODC,adult-self,50,40,40 - 44,40 - 44,Very low risk,16
TODC,adult-self,51,40,40 - 44,40 - 44,Very low risk,16
TODC,adult-self,52,40,40 - 44,40 - 44,Very low risk,16
TODC,adult-self,53,41,40 - 45,40 - 45,Very low risk,18
TODC,adult-self,54,41,40 - 45,40 - 45,Very low risk,18
TODC,adult-self,55,42,40 - 46,40 - 46,Very low risk,21
TODC,adult-self,56,43,40 - 47,40 - 47,Very low risk,24
TODC,adult-self,57,43,40 - 47,40 - 47,Very low risk,24
TODC,adult-self,58,44,40 - 48,40 - 48,Moderately low risk,27
TODC,adult-self,59,45,41 - 49,41 - 49,Moderately low risk,31
TODC,adult-self,60,45,41 - 49,41 - 49,Moderately low risk,31
TODC,adult-self,61,46,42 - 50,42 - 50,Moderately low risk,34
TODC,adult-self,62,47,43 - 51,43 - 51,Moderately low risk,38
TODC,adult-self,63,47,43 - 51,43 - 51,Moderately low risk,38
TODC,adult-self,64,48,44 - 52,44 - 52,Moderately low risk,42
TODC,adult-self,65,48,44 - 52,44 - 52,Moderately low risk,42
TODC,adult-self,66,49,45 - 53,45 - 53,Moderately low risk,46
TODC,adult-self,67,50,46 - 54,46 - 54,Moderately high risk,50
TODC,adult-self,68,50,46 - 54,46 - 54,Moderately high risk,50
TODC,adult-self,69,51,47 - 55,47 - 55,Moderately high risk,54
TODC,adult-self,70,51,47 - 55,47 - 55,Moderately high risk,54
TODC,adult-self,71,52,48 - 56,48 - 56,Moderately high risk,58
TODC,adult-self,72,52,48 - 56,48 - 56,Moderately high risk,58
TODC,adult-self,73,53,49 - 57,49 - 57,Moderately high risk,62
TODC,adult-self,74,54,50 - 58,50 - 58,Moderately high risk,66
TODC,adult-self,75,54,50 - 58,50 - 58,Moderately high risk,66
TODC,adult-self,76,55,51 - 59,51 - 59,Moderately high risk,69
TODC,adult-self,77,55,51 - 59,51 - 59,Moderately high risk,69
TODC,adult-self,78,56,52 - 60,52 - 60,Moderately high risk,73
TODC,adult-self,79,56,52 - 60,52 - 60,Moderately high risk,73
TODC,adult-self,80,57,53 - 61,53 - 61,High risk,76
TODC,adult-self,81,57,53 - 61,53 - 61,High risk,76
TODC,adult-self,82,58,54 - 62,54 - 62,High risk,79
TODC,adult-self,83,59,55 - 63,55 - 63,High risk,82
TODC,adult-self,84,59,55 - 63,55 - 63,High risk,82
TODC,adult-self,85,60,56 - 64,56 - 64,High risk,84
TODC,adult-self,86,60,56 - 64,56 - 64,High risk,84
TODC,adult-self,87,61,57 - 65,57 - 65,High risk,86
TODC,adult-self,88,61,57 - 65,57 - 65,High risk,86
TODC,adult-self,89,62,58 - 66,58 - 66,High risk,88
TODC,adult-self,90,62,58 - 66,58 - 66,High risk,88
TODC,adult-self,91,63,59 - 67,59 - 67,Very high risk,90
TODC,adult-self,92,63,59 - 67,59 - 67,Very high risk,90
TODC,adult-self,93,64,60 - 68,60 - 68,Very high risk,92
TODC,adult-self,94,64,60 - 68,60 - 68,Very high risk,92
TODC,adult-self,95,65,61 - 69,61 - 69,Very high risk,93
TODC,adult-self,96,65,61 - 69,61 - 69,Very high risk,93
TODC,adult-self,97,65,61 - 69,61 - 69,Very high risk,93
TODC,adult-self,98,66,62 - 70,62 - 70,Very high risk,95
TODC,adult-self,99,66,62 - 70,62 - 70,Very high risk,95
TODC,adult-self,100,67,63 - 71,63 - 71,Very high risk,96
TODC,adult-self,101,67,63 - 71,63 - 71,Very high risk,96
TODC,adult-self,102,67,63 - 71,63 - 71,Very high risk,96
TODC,adult-self,103,69,65 - 73,65 - 73,Very high risk,97
TODC,adult-self,104,69,65 - 73,65 - 73,Very high risk,97
TODC,adult-self,105,69,65 - 73,65 - 73,Very high risk,97
TODC,adult-self,106,69,65 - 73,65 - 73,Very high risk,97
TODC,adult-self,107,69,65 - 73,65 - 73,Very high risk,97
TODC,adult-self,108,71,67 - 75,67 - 75,Extremely high risk,98
TODC,adult-self,109,71,67 - 75,67 - 75,Extremely high risk,98
TODC,adult-self,110,71,67 - 75,67 - 75,Extremely high risk,98
TODC,adult-self,111,72,68 - 76,68 - 76,Extremely high risk,99
TODC,adult-self,112,72,68 - 76,68 - 76,Extremely high risk,99
TODC,adult-self,113,72,68 - 76,68 - 76,Extremely high risk,99
TODC,adult-self,114,74,70 - 78,70 - 78,Extremely high risk,99
TODC,adult-self,115,74,70 - 78,70 - 78,Extremely high risk,99
TODC,adult-self,116,74,70 - 78,70 - 78,Extremely high risk,99
TODC,adult-self,117,74,70 - 78,70 - 78,Extremely high risk,99
TODC,adult-self,118,74,70 - 78,70 - 78,Extremely high risk,99
TODC,adult-self,119,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,120,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,121,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,122,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,123,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,124,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,125,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,126,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,127,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,128,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,129,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,130,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,131,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,132,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,133,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,134,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,135,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,136,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,137,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,138,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,139,76,72 - 80,72 - 80,Extremely high risk,>99
TODC,adult-self,140,76,72 - 80,72 - 80,Extremely high risk,>99
TODE,child-parent,27,40,40 - 44,40 - 44,Very low risk,16
TODE,child-parent,28,40,40 - 44,40 - 44,Very low risk,16
TODE,child-parent,29,40,40 - 44,40 - 44,Very low risk,16
TODE,child-parent,30,40,40 - 44,40 - 44,Very low risk,16
TODE,child-parent,31,40,40 - 44,40 - 44,Very low risk,16
TODE,child-parent,32,40,40 - 44,40 - 44,Very low risk,16
TODE,child-parent,33,40,40 - 44,40 - 44,Very low risk,16
TODE,child-parent,34,40,40 - 44,40 - 44,Very low risk,16
TODE,child-parent,35,40,40 - 44,40 - 44,Very low risk,16
TODE,child-parent,36,40,40 - 44,40 - 44,Very low risk,16
TODE,child-parent,37,41,40 - 45,40 - 45,Very low risk,18
TODE,child-parent,38,42,40 - 46,40 - 46,Very low risk,21
TODE,child-parent,39,43,40 - 47,40 - 47,Very low risk,24
TODE,child-parent,40,44,40 - 48,40 - 48,Moderately low risk,27
TODE,child-parent,41,45,41 - 49,41 - 49,Moderately low risk,31
TODE,child-parent,42,45,41 - 49,41 - 49,Moderately low risk,31
TODE,child-parent,43,46,42 - 50,42 - 50,Moderately low risk,34
TODE,child-parent,44,47,43 - 51,43 - 51,Moderately low risk,38
TODE,child-parent,45,47,43 - 51,43 - 51,Moderately low risk,38
TODE,child-parent,46,49,45 - 53,45 - 53,Moderately low risk,46
TODE,child-parent,47,49,45 - 53,45 - 53,Moderately low risk,46
TODE,child-parent,48,50,46 - 54,46 - 54,Moderately high risk,50
TODE,child-parent,49,51,47 - 55,47 - 55,Moderately high risk,54
TODE,child-parent,50,52,48 - 56,48 - 56,Moderately high risk,58
TODE,child-parent,51,53,49 - 57,49 - 57,Moderately high risk,62
TODE,child-parent,52,53,49 - 57,49 - 57,Moderately high risk,62
TODE,child-parent,53,54,50 - 58,50 - 58,Moderately high risk,66
