test,agemon_min,agemon_max,raw,ss,CI90,CI95,percentile,age_equiv,desc_range
phmc,84,87,43,128,122 - 130,121 - 130,97,17.0 - 18.11,Well Above Average
phmc,84,87,44,130,124 - 130,123 - 130,98,> Stop age,Well Above Average
phmc,84,87,45,130,124 - 130,123 - 130,98,> Stop age,Well Above Average
phmc,88,91,0,66,60 - 72,59 - 73,1,< Start age,Significantly Below Average
phmc,88,91,1,67,61 - 73,60 - 74,1,< Start age,Significantly Below Average
phmc,88,91,2,68,62 - 74,61 - 75,2,< Start age,Significantly Below Average
phmc,88,91,3,69,63 - 75,62 - 76,2,< Start age,Significantly Below Average
phmc,88,91,4,70,64 - 76,63 - 77,2,< Start age,Well Below Average
phmc,88,91,5,71,65 - 77,64 - 78,3,< Start age,Well Below Average
phmc,88,91,6,72,66 - 78,65 - 79,3,< Start age,Well Below Average
phmc,88,91,7,73,67 - 79,66 - 80,4,< Start age,Well Below Average
phmc,88,91,8,74,68 - 80,67 - 81,4,< Start age,Well Below Average
phmc,88,91,9,76,70 - 82,69 - 83,5,< Start age,Well Below Average
phmc,88,91,10,77,71 - 83,70 - 84,6,< Start age,Well Below Average
phmc,88,91,11,78,72 - 84,71 - 85,7,< Start age,Well Below Average
phmc,88,91,12,79,73 - 85,72 - 86,8,< Start age,Well Below Average
phmc,88,91,13,80,74 - 86,73 - 87,9,< Start age,Below Average
phmc,88,91,14,81,75 - 87,74 - 88,10,< Start age,Below Average
phmc,88,91,15,82,76 - 88,75 - 89,12,< Start age,Below Average
phmc,88,91,16,84,78 - 90,77 - 91,14,< Start age,Below Average
phmc,88,91,17,85,79 - 91,78 - 92,16,< Start age,Below Average
phmc,88,91,18,86,80 - 92,79 - 93,18,6.0 - 6.3,Below Average
phmc,88,91,19,87,81 - 93,80 - 94,19,6.0 - 6.3,Below Average
phmc,88,91,20,89,83 - 95,82 - 96,23,6.0 - 6.3,Below Average
phmc,88,91,21,90,84 - 96,83 - 97,25,6.0 - 6.3,Average
phmc,88,91,22,91,85 - 97,84 - 98,27,6.0 - 6.3,Average
phmc,88,91,23,93,87 - 99,86 - 100,32,6.4 - 6.7,Average
phmc,88,91,24,94,88 - 100,87 - 101,34,6.4 - 6.7,Average
phmc,88,91,25,95,89 - 101,88 - 102,37,6.8 - 6.11,Average
phmc,88,91,26,97,91 - 103,90 - 104,42,7.0 - 7.3,Average
phmc,88,91,27,98,92 - 104,91 - 105,45,7.0 - 7.3,Average
phmc,88,91,28,100,94 - 106,93 - 107,50,7.4 - 7.7,Average
phmc,88,91,29,101,95 - 107,94 - 108,53,7.8 - 7.11,Average
phmc,88,91,30,103,97 - 109,96 - 110,58,7.8 - 7.11,Average
phmc,88,91,31,104,98 - 110,97 - 111,61,8.0 - 8.5,Average
phmc,88,91,32,106,100 - 112,99 - 113,66,8.0 - 8.5,Average
phmc,88,91,33,108,102 - 114,101 - 115,70,8.6 - 8.11,Average
phmc,88,91,34,109,103 - 115,102 - 116,73,9.0 - 9.5,Average
phmc,88,91,35,111,105 - 117,104 - 118,77,9.0 - 9.5,Above Average
phmc,88,91,36,113,107 - 119,106 - 120,81,9.6 - 9.11,Above Average
phmc,88,91,37,115,109 - 121,108 - 122,84,10.0 - 10.5,Above Average
phmc,88,91,38,116,110 - 122,109 - 123,86,10.6 - 10.11,Above Average
phmc,88,91,39,118,112 - 124,111 - 125,88,11.0 - 11.5,Above Average
phmc,88,91,40,120,114 - 126,113 - 127,91,11.6 - 11.11,Well Above Average
phmc,88,91,41,122,116 - 128,115 - 129,93,13.0 - 13.11,Well Above Average
phmc,88,91,42,124,118 - 130,117 - 130,95,15.0 - 16.11,Well Above Average
phmc,88,91,43,127,121 - 130,120 - 130,96,17.0 - 18.11,Well Above Average
phmc,88,91,44,129,123 - 130,122 - 130,97,> Stop age,Well Above Average
phmc,88,91,45,130,124 - 130,123 - 130,98,> Stop age,Well Above Average
phmc,92,95,0,64,58 - 70,57 - 71,1,< Start age,Significantly Below Average
phmc,92,95,1,65,59 - 71,58 - 72,1,< Start age,Significantly Below Average
phmc,92,95,2,66,60 - 72,59 - 73,1,< Start age,Significantly Below Average
phmc,92,95,3,67,61 - 73,60 - 74,1,< Start age,Significantly Below Average
phmc,92,95,4,68,62 - 74,61 - 75,2,< Start age,Significantly Below Average
phmc,92,95,5,69,63 - 75,62 - 76,2,< Start age,Significantly Below Average
phmc,92,95,6,70,64 - 76,63 - 77,2,< Start age,Well Below Average
phmc,92,95,7,71,65 - 77,64 - 78,3,< Start age,Well Below Average
phmc,92,95,8,72,66 - 78,65 - 79,3,< Start age,Well Below Average
phmc,92,95,9,74,68 - 80,67 - 81,4,< Start age,Well Below Average
phmc,92,95,10,75,69 - 81,68 - 82,5,< Start age,Well Below Average
phmc,92,95,11,76,70 - 82,69 - 83,5,< Start age,Well Below Average
phmc,92,95,12,77,71 - 83,70 - 84,6,< Start age,Well Below Average
phmc,92,95,13,78,72 - 84,71 - 85,7,< Start age,Well Below Average
phmc,92,95,14,79,73 - 85,72 - 86,8,< Start age,Well Below Average
phmc,92,95,15,80,74 - 86,73 - 87,9,< Start age,Below Average
phmc,92,95,16,81,75 - 87,74 - 88,10,< Start age,Below Average
phmc,92,95,17,83,77 - 89,76 - 90,13,< Start age,Below Average
phmc,92,95,18,84,78 - 90,77 - 91,14,6.0 - 6.3,Below Average
phmc,92,95,19,85,79 - 91,78 - 92,16,6.0 - 6.3,Below Average
phmc,92,95,20,86,80 - 92,79 - 93,18,6.0 - 6.3,Below Average
phmc,92,95,21,88,82 - 94,81 - 95,21,6.0 - 6.3,Below Average
phmc,92,95,22,89,83 - 95,82 - 96,23,6.0 - 6.3,Below Average
phmc,92,95,23,90,84 - 96,83 - 97,25,6.4 - 6.7,Average
phmc,92,95,24,92,86 - 98,85 - 99,30,6.4 - 6.7,Average
phmc,92,95,25,93,87 - 99,86 - 100,32,6.8 - 6.11,Average
phmc,92,95,26,95,89 - 101,88 - 102,37,7.0 - 7.3,Average
phmc,92,95,27,96,90 - 102,89 - 103,39,7.0 - 7.3,Average
phmc,92,95,28,98,92 - 104,91 - 105,45,7.4 - 7.7,Average
phmc,92,95,29,99,93 - 105,92 - 106,47,7.8 - 7.11,Average
phmc,92,95,30,101,95 - 107,94 - 108,53,7.8 - 7.11,Average
phmc,92,95,31,102,96 - 108,95 - 109,55,8.0 - 8.5,Average
phmc,92,95,32,104,98 - 110,97 - 111,61,8.0 - 8.5,Average
phmc,92,95,33,106,100 - 112,99 - 113,66,8.6 - 8.11,Average
phmc,92,95,34,107,101 - 113,100 - 114,68,9.0 - 9.5,Average
phmc,92,95,35,109,103 - 115,102 - 116,73,9.0 - 9.5,Average
phmc,92,95,36,111,105 - 117,104 - 118,77,9.6 - 9.11,Above Average
phmc,92,95,37,113,107 - 119,106 - 120,81,10.0 - 10.5,Above Average
phmc,92,95,38,115,109 - 121,108 - 122,84,10.6 - 10.11,Above Average
phmc,92,95,39,117,111 - 123,110 - 124,87,11.0 - 11.5,Above Average
phmc,92,95,40,119,113 - 125,112 - 126,90,11.6 - 11.11,Above Average
phmc,92,95,41,121,115 - 127,114 - 128,92,13.0 - 13.11,Well Above Average
phmc,92,95,42,123,117 - 129,116 - 130,94,15.0 - 16.11,Well Above Average
phmc,92,95,43,125,119 - 130,118 - 130,95,17.0 - 18.11,Well Above Average
phmc,92,95,44,128,122 - 130,121 - 130,97,> Stop age,Well Above Average
phmc,92,95,45,130,124 - 130,123 - 130,98,> Stop age,Well Above Average
phmc,96,101,0,62,56 - 68,55 - 69,1,< Start age,Significantly Below Average
phmc,96,101,1,63,57 - 69,56 - 70,1,< Start age,Significantly Below Average
phmc,96,101,2,64,58 - 70,57 - 71,1,< Start age,Significantly Below Average
phmc,96,101,3,65,59 - 71,58 - 72,1,< Start age,Significantly Below Average
phmc,96,101,4,66,60 - 72,59 - 73,1,< Start age,Significantly Below Average
phmc,96,101,5,67,61 - 73,60 - 74,1,< Start age,Significantly Below Average
phmc,96,101,6,68,62 - 74,61 - 75,2,< Start age,Significantly Below Average
phmc,96,101,7,69,63 - 75,62 - 76,2,< Start age,Significantly Below Average
phmc,96,101,8,70,64 - 76,63 - 77,2,< Start age,Well Below Average
phmc,96,101,9,71,65 - 77,64 - 78,3,< Start age,Well Below Average
phmc,96,101,10,72,66 - 78,65 - 79,3,< Start age,Well Below Average
phmc,96,101,11,73,67 - 79,66 - 80,4,< Start age,Well Below Average
phmc,96,101,12,74,68 - 80,67 - 81,4,< Start age,Well Below Average
phmc,96,101,13,76,70 - 82,69 - 83,5,< Start age,Well Below Average
phmc,96,101,14,77,71 - 83,70 - 84,6,< Start age,Well Below Average
phmc,96,101,15,78,72 - 84,71 - 85,7,< Start age,Well Below Average
phmc,96,101,16,79,73 - 85,72 - 86,8,< Start age,Well Below Average
phmc,96,101,17,80,74 - 86,73 - 87,9,< Start age,Below Average
phmc,96,101,18,81,75 - 87,74 - 88,10,6.0 - 6.3,Below Average
phmc,96,101,19,83,77 - 89,76 - 90,13,6.0 - 6.3,Below Average
phmc,96,101,20,84,78 - 90,77 - 91,14,6.0 - 6.3,Below Average
phmc,96,101,21,85,79 - 91,78 - 92,16,6.0 - 6.3,Below Average
phmc,96,101,22,87,81 - 93,80 - 94,19,6.0 - 6.3,Below Average
phmc,96,101,23,88,82 - 94,81 - 95,21,6.4 - 6.7,Below Average
phmc,96,101,24,89,83 - 95,82 - 96,23,6.4 - 6.7,Below Average
phmc,96,101,25,91,85 - 97,84 - 98,27,6.8 - 6.11,Average
phmc,96,101,26,92,86 - 98,85 - 99,30,7.0 - 7.3,Average
phmc,96,101,27,94,88 - 100,87 - 101,34,7.0 - 7.3,Average
phmc,96,101,28,95,89 - 101,88 - 102,37,7.4 - 7.7,Average
phmc,96,101,29,97,91 - 103,90 - 104,42,7.8 - 7.11,Average
phmc,96,101,30,98,92 - 104,91 - 105,45,7.8 - 7.11,Average
phmc,96,101,31,100,94 - 106,93 - 107,50,8.0 - 8.5,Average
phmc,96,101,32,101,95 - 107,94 - 108,53,8.0 - 8.5,Average
phmc,96,101,33,103,97 - 109,96 - 110,58,8.6 - 8.11,Average
phmc,96,101,34,105,99 - 111,98 - 112,63,9.0 - 9.5,Average
phmc,96,101,35,107,101 - 113,100 - 114,68,9.0 - 9.5,Average
phmc,96,101,36,109,103 - 115,102 - 116,73,9.6 - 9.11,Average
phmc,96,101,37,111,105 - 117,104 - 118,77,10.0 - 10.5,Above Average
phmc,96,101,38,113,107 - 119,106 - 120,81,10.6 - 10.11,Above Average
phmc,96,101,39,115,109 - 121,108 - 122,84,11.0 - 11.5,Above Average
phmc,96,101,40,117,111 - 123,110 - 124,87,11.6 - 11.11,Above Average
phmc,96,101,41,119,113 - 125,112 - 126,90,13.0 - 13.11,Above Average
phmc,96,101,42,122,116 - 128,115 - 129,93,15.0 - 16.11,Well Above Average
phmc,96,101,43,124,118 - 130,117 - 130,95,17.0 - 18.11,Well Above Average
phmc,96,101,44,127,121 - 130,120 - 130,96,> Stop age,Well Above Average
phmc,96,101,45,129,123 - 130,122 - 130,97,> Stop age,Well Above Average
phmc,102,107,0,60,54 - 66,53 - 67,0.4,< Start age,Significantly Below Average
phmc,102,107,1,61,55 - 67,54 - 68,0.5,< Start age,Significantly Below Average
phmc,102,107,2,62,56 - 68,55 - 69,1,< Start age,Significantly Below Average
phmc,102,107,3,63,57 - 69,56 - 70,1,< Start age,Significantly Below Average
phmc,102,107,4,64,58 - 70,57 - 71,1,< Start age,Significantly Below Average
phmc,102,107,5,65,59 - 71,58 - 72,1,< Start age,Significantly Below Average
phmc,102,107,6,66,60 - 72,59 - 73,1,< Start age,Significantly Below Average
phmc,102,107,7,67,61 - 73,60 - 74,1,< Start age,Significantly Below Average
phmc,102,107,8,68,62 - 74,61 - 75,2,< Start age,Significantly Below Average
phmc,102,107,9,69,63 - 75,62 - 76,2,< Start age,Significantly Below Average
phmc,102,107,10,70,64 - 76,63 - 77,2,< Start age,Well Below Average
phmc,102,107,11,71,65 - 77,64 - 78,3,< Start age,Well Below Average
phmc,102,107,12,72,66 - 78,65 - 79,3,< Start age,Well Below Average
phmc,102,107,13,73,67 - 79,66 - 80,4,< Start age,Well Below Average
phmc,102,107,14,74,68 - 80,67 - 81,4,< Start age,Well Below Average
phmc,102,107,15,75,69 - 81,68 - 82,5,< Start age,Well Below Average
phmc,102,107,16,76,70 - 82,69 - 83,5,< Start age,Well Below Average
phmc,102,107,17,77,71 - 83,70 - 84,6,< Start age,Well Below Average
phmc,102,107,18,79,73 - 85,72 - 86,8,6.0 - 6.3,Well Below Average
phmc,102,107,19,80,74 - 86,73 - 87,9,6.0 - 6.3,Below Average
phmc,102,107,20,81,75 - 87,74 - 88,10,6.0 - 6.3,Below Average
phmc,102,107,21,82,76 - 88,75 - 89,12,6.0 - 6.3,Below Average
phmc,102,107,22,84,78 - 90,77 - 91,14,6.0 - 6.3,Below Average
phmc,102,107,23,85,79 - 91,78 - 92,16,6.4 - 6.7,Below Average
phmc,102,107,24,86,80 - 92,79 - 93,18,6.4 - 6.7,Below Average
phmc,102,107,25,88,82 - 94,81 - 95,21,6.8 - 6.11,Below Average
phmc,102,107,26,89,83 - 95,82 - 96,23,7.0 - 7.3,Below Average
phmc,102,107,27,91,85 - 97,84 - 98,27,7.0 - 7.3,Average
phmc,102,107,28,92,86 - 98,85 - 99,30,7.4 - 7.7,Average
phmc,102,107,29,94,88 - 100,87 - 101,34,7.8 - 7.11,Average
phmc,102,107,30,95,89 - 101,88 - 102,37,7.8 - 7.11,Average
phmc,102,107,31,97,91 - 103,90 - 104,42,8.0 - 8.5,Average
